timestamp,component_id,sensor_a,sensor_b,temperature_c,post_event_diagnosis,anomaly_label_copy,anomaly_label
2026-03-01T02:53:30Z,CMP-00347,56.35,28.83,28.3,0,0,0
2026-03-01T02:54:00Z,CMP-00348,46.67,23.45,25.1,0,0,0
2026-03-01T02:54:30Z,CMP-00349,57.61,29.32,31.5,0,0,0
2026-03-01T02:55:00Z,CMP-00350,46.52,22.31,27.9,0,0,0
2026-03-01T02:55:30Z,CMP-00351,55.49,27.64,32.2,0,0,0
2026-03-01T02:56:00Z,CMP-00352,43.31,21.5,29.0,0,0,0
2026-03-01T02:56:30Z,CMP-00353,48.89,23.95,30.6,0,0,0
2026-03-01T02:57:00Z,CMP-00354,47.98,23.87,29.9,0,0,0
2026-03-01T02:57:30Z,CMP-00355,47.03,23.74,27.8,0,0,0
2026-03-01T02:58:00Z,CMP-00356,51.69,26.27,28.4,0,0,0
2026-03-01T02:58:30Z,CMP-00357,54.14,26.75,30.1,0,0,0
2026-03-01T02:59:00Z,CMP-00358,56.08,28.26,26.5,0,0,0
2026-03-01T02:59:30Z,CMP-00359,53.4,26.89,31.2,0,0,0
2026-03-01T03:00:00Z,CMP-00360,44.62,22.0,32.1,0,0,0
2026-03-01T03:00:30Z,CMP-00361,64.78,31.49,29.0,1,1,1
2026-03-01T03:01:00Z,CMP-00362,54.32,27.24,27.3,0,0,0
2026-03-01T03:01:30Z,CMP-00363,47.73,24.25,31.1,0,0,0
2026-03-01T03:02:00Z,CMP-00364,51.91,26.06,27.3,0,0,0
2026-03-01T03:02:30Z,CMP-00365,62.54,30.16,29.5,0,0,0
2026-03-01T03:03:00Z,CMP-00366,57.69,29.09,29.9,0,0,0
2026-03-01T03:03:30Z,CMP-00367,49.15,24.77,27.9,0,0,0
2026-03-01T03:04:00Z,CMP-00368,50.41,25.61,28.9,0,0,0
2026-03-01T03:04:30Z,CMP-00369,46.63,23.3,30.9,0,0,0
2026-03-01T03:05:00Z,CMP-00370,47.79,23.99,29.7,0,0,0
2026-03-01T03:05:30Z,CMP-00371,45.84,22.1,26.2,0,0,0
2026-03-01T03:06:00Z,CMP-00372,52.8,26.06,33.3,0,0,0
2026-03-01T03:06:30Z,CMP-00373,46.27,23.65,31.3,0,0,0
2026-03-01T03:07:00Z,CMP-00374,44.8,22.19,25.9,0,0,0
2026-03-01T03:07:30Z,CMP-00375,69.44,34.27,29.5,0,0,0
2026-03-01T03:08:00Z,CMP-00376,61.16,30.13,30.5,1,1,1
2026-03-01T03:08:30Z,CMP-00377,56.15,28.54,29.1,0,0,0
2026-03-01T03:09:00Z,CMP-00378,53.12,26.93,29.8,0,0,0
2026-03-01T03:09:30Z,CMP-00379,58.16,28.71,31.1,0,0,0
2026-03-01T03:10:00Z,CMP-00380,46.26,23.59,29.0,0,0,0
2026-03-01T03:10:30Z,CMP-00381,51.79,25.42,29.7,0,0,0
2026-03-01T03:11:00Z,CMP-00382,50.73,24.96,30.8,0,0,0
2026-03-01T03:11:30Z,CMP-00383,45.54,22.92,30.7,0,0,0
2026-03-01T03:12:00Z,CMP-00384,43.07,22.03,30.5,0,0,0
2026-03-01T03:12:30Z,CMP-00385,46.38,23.26,34.0,0,0,0
2026-03-01T03:13:00Z,CMP-00386,53.86,26.7,33.7,0,0,0
2026-03-01T03:13:30Z,CMP-00387,38.41,19.49,29.3,0,0,0
2026-03-01T03:14:00Z,CMP-00388,52.81,26.25,26.0,0,0,0
2026-03-01T03:14:30Z,CMP-00389,38.11,19.03,31.4,0,0,0
2026-03-01T03:15:00Z,CMP-00390,47.71,24.08,29.8,0,0,0
2026-03-01T03:15:30Z,CMP-00391,58.11,29.03,26.3,0,0,0
2026-03-01T03:16:00Z,CMP-00392,53.49,26.41,30.1,0,0,0
2026-03-01T03:16:30Z,CMP-00393,52.11,25.36,27.8,0,0,0
2026-03-01T03:17:00Z,CMP-00394,44.73,21.97,28.6,0,0,0
2026-03-01T03:17:30Z,CMP-00395,37.74,18.43,28.4,0,0,0
2026-03-01T03:18:00Z,CMP-00396,53.36,27.67,28.9,0,0,0
2026-03-01T03:18:30Z,CMP-00397,52.08,25.92,29.9,0,0,0
2026-03-01T03:19:00Z,CMP-00398,46.63,23.21,31.5,0,0,0
2026-03-01T03:19:30Z,CMP-00399,46.38,23.26,31.6,0,0,0
2026-03-01T03:20:00Z,CMP-00400,43.54,21.68,27.0,0,0,0
2026-03-01T03:20:30Z,CMP-00401,49.39,25.24,30.1,0,0,0
2026-03-01T03:21:00Z,CMP-00402,46.37,23.01,29.2,0,0,0
2026-03-01T03:21:30Z,CMP-00403,49.93,25.39,34.2,0,0,0
2026-03-01T03:22:00Z,CMP-00404,45.68,23.3,34.4,0,0,0
2026-03-01T03:22:30Z,CMP-00405,43.37,21.43,29.3,0,0,0
2026-03-01T03:23:00Z,CMP-00406,43.68,21.62,25.5,0,0,0
2026-03-01T03:23:30Z,CMP-00407,49.08,24.56,25.6,0,0,0
2026-03-01T03:24:00Z,CMP-00408,44.79,22.44,30.5,0,0,0
2026-03-01T03:24:30Z,CMP-00409,47.18,24.07,29.6,0,0,0
2026-03-01T03:25:00Z,CMP-00410,50.97,25.67,32.6,0,0,0
2026-03-01T03:25:30Z,CMP-00411,50.22,25.34,29.2,0,0,0
2026-03-01T03:26:00Z,CMP-00412,48.59,24.11,28.3,0,0,0
2026-03-01T03:26:30Z,CMP-00413,53.15,26.01,27.2,0,0,0
2026-03-01T03:27:00Z,CMP-00414,53.14,26.89,31.7,0,0,0
2026-03-01T03:27:30Z,CMP-00415,51.81,25.45,28.1,0,0,0
2026-03-01T03:28:00Z,CMP-00416,48.52,23.49,30.5,0,0,0
2026-03-01T03:28:30Z,CMP-00417,52.18,26.14,28.8,0,0,0
2026-03-01T03:29:00Z,CMP-00418,49.04,25.43,27.2,0,0,0
2026-03-01T03:29:30Z,CMP-00419,40.81,20.35,29.2,0,0,0
2026-03-01T03:30:00Z,CMP-00420,45.32,22.26,30.8,0,0,0
2026-03-01T03:30:30Z,CMP-00421,56.28,27.97,32.5,0,0,0
2026-03-01T03:31:00Z,CMP-00422,46.03,22.58,31.0,0,0,0
2026-03-01T03:31:30Z,CMP-00423,45.25,23.18,31.0,0,0,0
2026-03-01T03:32:00Z,CMP-00424,49.15,24.56,32.1,0,0,0
2026-03-01T03:32:30Z,CMP-00425,49.3,24.16,27.0,0,0,0
2026-03-01T03:33:00Z,CMP-00426,49.17,25.06,27.9,0,0,0
2026-03-01T03:33:30Z,CMP-00427,51.83,25.63,32.6,0,0,0
2026-03-01T03:34:00Z,CMP-00428,49.39,24.64,26.5,0,0,0
2026-03-01T03:34:30Z,CMP-00429,48.31,23.78,29.5,0,0,0
2026-03-01T03:35:00Z,CMP-00430,54.42,28.06,31.0,0,0,0
2026-03-01T03:35:30Z,CMP-00431,60.39,29.59,30.7,1,1,1
2026-03-01T03:36:00Z,CMP-00432,50.7,25.66,29.4,0,0,0
2026-03-01T03:36:30Z,CMP-00433,47.15,23.54,31.7,0,0,0
2026-03-01T03:37:00Z,CMP-00434,56.34,27.94,30.2,0,0,0
2026-03-01T03:37:30Z,CMP-00435,52.51,25.79,32.5,0,0,0
2026-03-01T03:38:00Z,CMP-00436,48.79,23.7,27.6,0,0,0
2026-03-01T03:38:30Z,CMP-00437,55.27,27.77,29.4,0,0,0
2026-03-01T03:39:00Z,CMP-00438,49.29,24.56,28.6,0,0,0
2026-03-01T03:39:30Z,CMP-00439,42.27,21.71,28.2,0,0,0
2026-03-01T03:40:00Z,CMP-00440,45.61,22.47,28.8,0,0,0
2026-03-01T03:40:30Z,CMP-00441,51.63,24.63,27.5,0,0,0
2026-03-01T03:41:00Z,CMP-00442,49.05,25.75,28.5,0,0,0
2026-03-01T03:41:30Z,CMP-00443,49.21,24.96,29.1,0,0,0
2026-03-01T03:42:00Z,CMP-00444,49.02,23.83,25.8,0,0,0
2026-03-01T03:42:30Z,CMP-00445,47.29,24.0,28.5,0,0,0
2026-03-01T03:43:00Z,CMP-00446,44.0,21.87,29.1,0,0,0
2026-03-01T03:43:30Z,CMP-00447,45.09,21.58,35.7,0,0,0
2026-03-01T03:44:00Z,CMP-00448,43.83,21.18,31.3,0,0,0
2026-03-01T03:44:30Z,CMP-00449,48.08,23.9,28.1,0,0,0
2026-03-01T03:45:00Z,CMP-00450,47.05,23.77,31.0,0,0,0
2026-03-01T03:45:30Z,CMP-00451,53.43,26.69,30.3,0,0,0
2026-03-01T03:46:00Z,CMP-00452,46.43,23.61,28.7,0,0,0
2026-03-01T03:46:30Z,CMP-00453,43.6,22.18,30.4,0,0,0
2026-03-01T03:47:00Z,CMP-00454,52.32,25.9,28.0,0,0,0
2026-03-01T03:47:30Z,CMP-00455,44.6,22.84,30.6,0,0,0
2026-03-01T03:48:00Z,CMP-00456,47.38,24.26,30.5,0,0,0
2026-03-01T03:48:30Z,CMP-00457,46.16,22.81,28.9,0,0,0
2026-03-01T03:49:00Z,CMP-00458,53.82,26.6,34.1,0,0,0
2026-03-01T03:49:30Z,CMP-00459,53.62,25.82,25.8,0,0,0
2026-03-01T03:50:00Z,CMP-00460,44.51,22.68,33.5,0,0,0
2026-03-01T03:50:30Z,CMP-00461,52.18,26.67,30.6,0,0,0
2026-03-01T03:51:00Z,CMP-00462,45.49,22.25,34.2,0,0,0
2026-03-01T03:51:30Z,CMP-00463,53.13,26.08,34.0,0,0,0
2026-03-01T03:52:00Z,CMP-00464,58.27,29.64,30.2,0,0,0
2026-03-01T03:52:30Z,CMP-00465,48.03,24.31,28.4,0,0,0
2026-03-01T03:53:00Z,CMP-00466,51.9,27.0,30.0,0,0,0
2026-03-01T03:53:30Z,CMP-00467,55.69,27.74,28.5,0,0,0
2026-03-01T03:54:00Z,CMP-00468,46.67,23.49,31.3,0,0,0
2026-03-01T03:54:30Z,CMP-00469,55.58,28.19,26.5,0,0,0
2026-03-01T03:55:00Z,CMP-00470,50.31,25.52,25.8,0,0,0
2026-03-01T03:55:30Z,CMP-00471,55.85,27.4,31.5,0,0,0
2026-03-01T03:56:00Z,CMP-00472,51.32,25.22,33.7,0,0,0
2026-03-01T03:56:30Z,CMP-00473,46.24,22.6,30.9,0,0,0
2026-03-01T03:57:00Z,CMP-00474,40.84,20.99,30.6,0,0,0
2026-03-01T03:57:30Z,CMP-00475,50.46,25.67,29.8,0,0,0
2026-03-01T03:58:00Z,CMP-00476,56.65,27.44,27.9,0,0,0
2026-03-01T03:58:30Z,CMP-00477,51.63,26.32,34.9,0,0,0
2026-03-01T03:59:00Z,CMP-00478,40.29,19.63,29.5,0,0,0
2026-03-01T03:59:30Z,CMP-00479,35.37,17.47,31.3,0,0,0
2026-03-01T04:00:00Z,CMP-00480,51.48,25.52,32.0,0,0,0
2026-03-01T04:00:30Z,CMP-00481,48.11,23.56,31.1,0,0,0
2026-03-01T04:01:00Z,CMP-00482,53.04,27.21,34.3,0,0,0
2026-03-01T04:01:30Z,CMP-00483,46.18,22.67,27.6,0,0,0
2026-03-01T04:02:00Z,CMP-00484,50.82,25.55,26.3,0,0,0
2026-03-01T04:02:30Z,CMP-00485,45.48,22.79,31.1,0,0,0
2026-03-01T04:03:00Z,CMP-00486,52.34,26.07,26.2,0,0,0
2026-03-01T04:03:30Z,CMP-00487,46.46,22.16,30.3,0,0,0
2026-03-01T04:04:00Z,CMP-00488,53.07,26.13,31.8,0,0,0
2026-03-01T04:04:30Z,CMP-00489,48.93,23.81,29.1,0,0,0
2026-03-01T04:05:00Z,CMP-00490,51.17,25.43,27.7,0,0,0
2026-03-01T04:05:30Z,CMP-00491,54.45,27.31,28.7,0,0,0
2026-03-01T04:06:00Z,CMP-00492,48.0,24.31,29.7,0,0,0
2026-03-01T04:06:30Z,CMP-00493,53.2,27.06,28.4,0,0,0
2026-03-01T04:07:00Z,CMP-00494,52.81,26.23,28.7,0,0,0
2026-03-01T04:07:30Z,CMP-00495,50.62,25.68,29.1,0,0,0
2026-03-01T04:08:00Z,CMP-00496,48.45,24.35,29.0,0,0,0
2026-03-01T04:08:30Z,CMP-00497,51.96,25.85,30.4,0,0,0
2026-03-01T04:09:00Z,CMP-00498,44.18,22.52,33.0,0,0,0
2026-03-01T04:09:30Z,CMP-00499,50.24,24.84,31.2,0,0,0
2026-03-01T04:10:00Z,CMP-00500,40.69,20.43,32.0,0,0,0
2026-03-01T04:10:30Z,CMP-00501,54.76,27.56,29.6,0,0,0
2026-03-01T04:11:00Z,CMP-00502,50.53,24.84,29.9,0,0,0
2026-03-01T04:11:30Z,CMP-00503,54.5,28.67,27.9,0,0,0
2026-03-01T04:12:00Z,CMP-00504,51.78,24.87,29.6,0,0,0
2026-03-01T04:12:30Z,CMP-00505,48.68,24.42,28.5,0,0,0
2026-03-01T04:13:00Z,CMP-00506,47.24,23.31,27.2,0,0,0
2026-03-01T04:13:30Z,CMP-00507,49.94,25.12,29.4,0,0,0
2026-03-01T04:14:00Z,CMP-00508,47.58,24.0,29.3,0,0,0
2026-03-01T04:14:30Z,CMP-00509,51.29,24.91,30.8,0,0,0
2026-03-01T04:15:00Z,CMP-00510,53.95,26.69,30.0,0,0,0
2026-03-01T04:15:30Z,CMP-00511,54.57,27.64,27.3,0,0,0
2026-03-01T04:16:00Z,CMP-00512,45.78,22.17,32.2,0,0,0
2026-03-01T04:16:30Z,CMP-00513,41.88,20.86,28.9,0,0,0
2026-03-01T04:17:00Z,CMP-00514,49.41,23.64,30.9,0,0,0
2026-03-01T04:17:30Z,CMP-00515,51.07,24.87,27.1,0,0,0
2026-03-01T04:18:00Z,CMP-00516,49.41,24.64,28.6,0,0,0
2026-03-01T04:18:30Z,CMP-00517,50.13,24.92,27.7,0,0,0
2026-03-01T04:19:00Z,CMP-00518,49.18,24.06,30.4,0,0,0
2026-03-01T04:19:30Z,CMP-00519,37.39,18.47,28.8,0,0,0
2026-03-01T04:20:00Z,CMP-00520,49.69,25.26,30.6,0,0,0
2026-03-01T04:20:30Z,CMP-00521,48.15,24.06,29.6,0,0,0
2026-03-01T04:21:00Z,CMP-00522,52.57,25.6,27.1,0,0,0
2026-03-01T04:21:30Z,CMP-00523,55.53,27.36,28.1,0,0,0
2026-03-01T04:22:00Z,CMP-00524,62.2,30.49,32.4,0,0,0
2026-03-01T04:22:30Z,CMP-00525,55.1,27.48,27.1,0,0,0
2026-03-01T04:23:00Z,CMP-00526,42.31,20.69,26.3,0,0,0
2026-03-01T04:23:30Z,CMP-00527,44.24,21.95,29.6,0,0,0
2026-03-01T04:24:00Z,CMP-00528,47.34,23.82,29.4,0,0,0
2026-03-01T04:24:30Z,CMP-00529,62.77,31.52,29.1,1,1,1
2026-03-01T04:25:00Z,CMP-00530,62.76,31.06,29.6,0,0,0
2026-03-01T04:25:30Z,CMP-00531,52.12,26.41,27.9,0,0,0
2026-03-01T04:26:00Z,CMP-00532,51.47,25.72,29.6,0,0,0
2026-03-01T04:26:30Z,CMP-00533,46.36,22.91,30.8,0,0,0
2026-03-01T04:27:00Z,CMP-00534,47.83,24.6,28.8,0,0,0
2026-03-01T04:27:30Z,CMP-00535,42.93,21.62,31.2,0,0,0
2026-03-01T04:28:00Z,CMP-00536,43.43,22.63,32.8,0,0,0
2026-03-01T04:28:30Z,CMP-00537,56.92,27.72,26.7,0,0,0
2026-03-01T04:29:00Z,CMP-00538,41.64,21.19,30.8,0,0,0
2026-03-01T04:29:30Z,CMP-00539,51.3,25.81,33.4,0,0,0
2026-03-01T04:30:00Z,CMP-00540,57.93,28.78,31.7,0,0,0
2026-03-01T04:30:30Z,CMP-00541,53.98,26.91,30.7,0,0,0
2026-03-01T04:31:00Z,CMP-00542,41.59,21.59,31.2,0,0,0
2026-03-01T04:31:30Z,CMP-00543,48.39,23.5,28.7,0,0,0
2026-03-01T04:32:00Z,CMP-00544,56.19,28.06,31.0,0,0,0
2026-03-01T04:32:30Z,CMP-00545,44.67,21.95,32.0,0,0,0
2026-03-01T04:33:00Z,CMP-00546,58.07,28.46,28.7,0,0,0
2026-03-01T04:33:30Z,CMP-00547,53.89,27.74,33.8,0,0,0
2026-03-01T04:34:00Z,CMP-00548,51.25,25.69,29.3,0,0,0
2026-03-01T04:34:30Z,CMP-00549,53.17,25.63,29.3,0,0,0
2026-03-01T04:35:00Z,CMP-00550,45.37,22.13,29.1,0,0,0
2026-03-01T04:35:30Z,CMP-00551,49.63,25.18,29.6,0,0,0
2026-03-01T04:36:00Z,CMP-00552,44.66,23.11,30.3,0,0,0
2026-03-01T04:36:30Z,CMP-00553,48.33,23.92,27.3,0,0,0
2026-03-01T04:37:00Z,CMP-00554,67.34,34.05,29.5,1,1,1
2026-03-01T04:37:30Z,CMP-00555,44.09,22.97,31.7,0,0,0
2026-03-01T04:38:00Z,CMP-00556,54.88,27.82,29.4,0,0,0
2026-03-01T04:38:30Z,CMP-00557,46.95,23.24,28.5,0,0,0
2026-03-01T04:39:00Z,CMP-00558,49.83,25.19,29.6,0,0,0
2026-03-01T04:39:30Z,CMP-00559,47.03,23.54,30.5,0,0,0
2026-03-01T04:40:00Z,CMP-00560,49.3,24.32,32.9,0,0,0
2026-03-01T04:40:30Z,CMP-00561,52.55,27.13,30.4,0,0,0
2026-03-01T04:41:00Z,CMP-00562,43.58,22.54,28.7,0,0,0
2026-03-01T04:41:30Z,CMP-00563,48.65,25.11,29.2,0,0,0
2026-03-01T04:42:00Z,CMP-00564,41.46,20.17,35.1,0,0,0
2026-03-01T04:42:30Z,CMP-00565,47.52,23.73,28.6,0,0,0
2026-03-01T04:43:00Z,CMP-00566,53.56,27.32,28.5,0,0,0
2026-03-01T04:43:30Z,CMP-00567,47.59,23.28,32.6,0,0,0
2026-03-01T04:44:00Z,CMP-00568,57.06,29.37,27.4,0,0,0
2026-03-01T04:44:30Z,CMP-00569,52.95,26.16,27.8,0,0,0
2026-03-01T04:45:00Z,CMP-00570,40.34,20.09,27.5,0,0,0
2026-03-01T04:45:30Z,CMP-00571,48.6,24.36,32.5,0,0,0
2026-03-01T04:46:00Z,CMP-00572,55.72,27.73,32.8,0,0,0
2026-03-01T04:46:30Z,CMP-00573,51.1,25.55,26.5,0,0,0
2026-03-01T04:47:00Z,CMP-00574,44.24,21.82,30.8,0,0,0
2026-03-01T04:47:30Z,CMP-00575,41.58,20.2,30.0,0,0,0
2026-03-01T04:48:00Z,CMP-00576,50.66,25.33,29.0,0,0,0
2026-03-01T04:48:30Z,CMP-00577,44.37,22.1,28.8,0,0,0
2026-03-01T04:49:00Z,CMP-00578,49.98,24.62,30.6,0,0,0
2026-03-01T04:49:30Z,CMP-00579,46.46,23.83,31.1,0,0,0
2026-03-01T04:50:00Z,CMP-00580,54.41,26.63,31.1,0,0,0
2026-03-01T04:50:30Z,CMP-00581,49.41,25.1,35.8,0,0,0
2026-03-01T04:51:00Z,CMP-00582,39.96,19.44,26.4,0,0,0
2026-03-01T04:51:30Z,CMP-00583,46.49,22.5,30.6,0,0,0
2026-03-01T04:52:00Z,CMP-00584,53.0,26.23,31.5,0,0,0
2026-03-01T04:52:30Z,CMP-00585,53.52,26.53,30.9,0,0,0
2026-03-01T04:53:00Z,CMP-00586,53.56,24.91,32.1,0,0,0
2026-03-01T04:53:30Z,CMP-00587,49.15,23.98,29.7,0,0,0
2026-03-01T04:54:00Z,CMP-00588,45.41,22.67,29.1,0,0,0
2026-03-01T04:54:30Z,CMP-00589,51.18,25.71,30.1,0,0,0
2026-03-01T04:55:00Z,CMP-00590,55.75,27.36,30.9,0,0,0
2026-03-01T04:55:30Z,CMP-00591,48.59,23.88,25.4,0,0,0
2026-03-01T04:56:00Z,CMP-00592,61.17,30.37,29.1,1,1,1
2026-03-01T04:56:30Z,CMP-00593,53.2,26.89,34.5,0,0,0
2026-03-01T04:57:00Z,CMP-00594,48.47,24.74,31.8,0,0,0
2026-03-01T04:57:30Z,CMP-00595,53.28,27.06,30.2,0,0,0
2026-03-01T04:58:00Z,CMP-00596,58.14,28.92,27.6,0,0,0
2026-03-01T04:58:30Z,CMP-00597,43.02,21.93,29.4,0,0,0
2026-03-01T04:59:00Z,CMP-00598,55.09,26.92,29.1,0,0,0
2026-03-01T04:59:30Z,CMP-00599,56.52,28.95,30.8,0,0,0
2026-03-01T05:00:00Z,CMP-00600,47.36,24.33,28.7,0,0,0
2026-03-01T05:00:30Z,CMP-00601,64.15,31.87,28.4,1,1,1
2026-03-01T05:01:00Z,CMP-00602,46.32,22.63,30.6,0,0,0
2026-03-01T05:01:30Z,CMP-00603,49.74,25.41,30.2,0,0,0
2026-03-01T05:02:00Z,CMP-00604,47.51,24.35,26.7,0,0,0
2026-03-01T05:02:30Z,CMP-00605,46.48,23.26,28.3,0,0,0
2026-03-01T05:03:00Z,CMP-00606,46.82,24.01,27.9,0,0,0
2026-03-01T05:03:30Z,CMP-00607,51.27,26.34,30.5,0,0,0
2026-03-01T05:04:00Z,CMP-00608,51.88,26.89,24.8,0,0,0
2026-03-01T05:04:30Z,CMP-00609,58.1,29.83,28.6,0,0,0
2026-03-01T05:05:00Z,CMP-00610,48.31,24.47,31.5,0,0,0
2026-03-01T05:05:30Z,CMP-00611,51.45,26.47,25.9,0,0,0
2026-03-01T05:06:00Z,CMP-00612,52.12,26.45,24.1,0,0,0
2026-03-01T05:06:30Z,CMP-00613,44.85,22.85,27.8,0,0,0
2026-03-01T05:07:00Z,CMP-00614,53.63,26.82,27.2,0,0,0
2026-03-01T05:07:30Z,CMP-00615,49.68,24.38,31.1,0,0,0
2026-03-01T05:08:00Z,CMP-00616,44.47,21.65,31.3,0,0,0
2026-03-01T05:08:30Z,CMP-00617,54.59,27.52,30.2,0,0,0
2026-03-01T05:09:00Z,CMP-00618,45.48,22.06,31.9,0,0,0
2026-03-01T05:09:30Z,CMP-00619,45.64,22.93,29.7,0,0,0
2026-03-01T05:10:00Z,CMP-00620,55.1,27.21,31.9,0,0,0
2026-03-01T05:10:30Z,CMP-00621,58.29,28.13,28.2,0,0,0
2026-03-01T05:11:00Z,CMP-00622,49.58,24.84,31.7,0,0,0
2026-03-01T05:11:30Z,CMP-00623,61.57,31.44,28.7,0,0,0
2026-03-01T05:12:00Z,CMP-00624,45.36,22.88,31.5,0,0,0
2026-03-01T05:12:30Z,CMP-00625,49.45,24.63,27.4,0,0,0
2026-03-01T05:13:00Z,CMP-00626,41.55,20.96,28.3,0,0,0
2026-03-01T05:13:30Z,CMP-00627,53.0,27.27,28.8,0,0,0
2026-03-01T05:14:00Z,CMP-00628,50.89,25.19,27.7,0,0,0
2026-03-01T05:14:30Z,CMP-00629,50.66,24.66,29.5,0,0,0
2026-03-01T05:15:00Z,CMP-00630,52.66,27.14,27.5,0,0,0
2026-03-01T05:15:30Z,CMP-00631,43.74,22.02,30.2,0,0,0
2026-03-01T05:16:00Z,CMP-00632,45.33,22.19,28.1,0,0,0
2026-03-01T05:16:30Z,CMP-00633,46.71,23.12,32.2,0,0,0
2026-03-01T05:17:00Z,CMP-00634,45.37,22.87,30.8,0,0,0
2026-03-01T05:17:30Z,CMP-00635,51.85,25.51,30.9,0,0,0
2026-03-01T05:18:00Z,CMP-00636,52.26,25.53,25.9,0,0,0
2026-03-01T05:18:30Z,CMP-00637,36.35,16.92,30.3,0,0,0
2026-03-01T05:19:00Z,CMP-00638,47.14,23.65,29.5,0,0,0
2026-03-01T05:19:30Z,CMP-00639,59.91,31.31,26.8,0,0,0
2026-03-01T05:20:00Z,CMP-00640,56.36,27.41,27.6,0,0,0
2026-03-01T05:20:30Z,CMP-00641,54.95,27.17,31.1,0,0,0
2026-03-01T05:21:00Z,CMP-00642,50.69,25.99,34.7,0,0,0
2026-03-01T05:21:30Z,CMP-00643,52.33,25.55,26.4,0,0,0
2026-03-01T05:22:00Z,CMP-00644,46.26,23.26,28.7,0,0,0
2026-03-01T05:22:30Z,CMP-00645,48.64,23.46,26.8,0,0,0
2026-03-01T05:23:00Z,CMP-00646,56.58,28.34,31.6,0,0,0
2026-03-01T05:23:30Z,CMP-00647,45.65,22.76,30.7,0,0,0
2026-03-01T05:24:00Z,CMP-00648,50.77,25.35,28.9,0,0,0
2026-03-01T05:24:30Z,CMP-00649,60.86,31.36,30.7,0,0,0
2026-03-01T05:25:00Z,CMP-00650,59.36,29.37,29.3,0,0,0
2026-03-01T05:25:30Z,CMP-00651,58.54,28.48,31.7,0,0,0
2026-03-01T05:26:00Z,CMP-00652,62.7,31.18,28.6,1,1,1
2026-03-01T05:26:30Z,CMP-00653,51.09,26.13,30.0,0,0,0
2026-03-01T05:27:00Z,CMP-00654,50.85,25.01,26.9,0,0,0
2026-03-01T05:27:30Z,CMP-00655,52.28,24.9,29.9,0,0,0
2026-03-01T05:28:00Z,CMP-00656,51.27,25.11,26.7,0,0,0
2026-03-01T05:28:30Z,CMP-00657,54.45,27.61,32.1,0,0,0
2026-03-01T05:29:00Z,CMP-00658,50.18,25.49,30.5,0,0,0
2026-03-01T05:29:30Z,CMP-00659,48.01,23.96,31.2,0,0,0
2026-03-01T05:30:00Z,CMP-00660,41.73,20.26,32.0,0,0,0
2026-03-01T05:30:30Z,CMP-00661,47.14,23.79,29.5,0,0,0
2026-03-01T05:31:00Z,CMP-00662,50.62,25.33,35.3,0,0,0
2026-03-01T05:31:30Z,CMP-00663,56.83,29.4,30.9,0,0,0
2026-03-01T05:32:00Z,CMP-00664,49.88,25.33,27.9,0,0,0
2026-03-01T05:32:30Z,CMP-00665,41.5,20.76,31.7,0,0,0
2026-03-01T05:33:00Z,CMP-00666,51.24,25.8,33.3,0,0,0
2026-03-01T05:33:30Z,CMP-00667,52.18,25.8,29.2,0,0,0
2026-03-01T05:34:00Z,CMP-00668,57.72,28.84,25.6,0,0,0
2026-03-01T05:34:30Z,CMP-00669,51.03,25.28,30.7,0,0,0
2026-03-01T05:35:00Z,CMP-00670,52.89,27.37,29.4,0,0,0
2026-03-01T05:35:30Z,CMP-00671,42.94,21.25,30.8,0,0,0
2026-03-01T05:36:00Z,CMP-00672,48.32,23.78,30.6,0,0,0
2026-03-01T05:36:30Z,CMP-00673,56.42,29.32,28.4,0,0,0
2026-03-01T05:37:00Z,CMP-00674,47.4,23.74,34.3,0,0,0
2026-03-01T05:37:30Z,CMP-00675,56.24,28.09,29.4,0,0,0
2026-03-01T05:38:00Z,CMP-00676,47.54,24.14,31.0,0,0,0
2026-03-01T05:38:30Z,CMP-00677,51.73,25.73,29.4,0,0,0
2026-03-01T05:39:00Z,CMP-00678,44.05,22.29,30.7,0,0,0
2026-03-01T05:39:30Z,CMP-00679,54.97,27.12,30.0,0,0,0
2026-03-01T05:40:00Z,CMP-00680,50.1,25.73,26.9,0,0,0
2026-03-01T05:40:30Z,CMP-00681,44.75,22.46,30.1,0,0,0
2026-03-01T05:41:00Z,CMP-00682,56.16,27.8,29.1,0,0,0
2026-03-01T05:41:30Z,CMP-00683,52.13,27.16,33.8,0,0,0
2026-03-01T05:42:00Z,CMP-00684,55.29,26.77,32.0,0,0,0
2026-03-01T05:42:30Z,CMP-00685,47.51,24.88,28.1,0,0,0
2026-03-01T05:43:00Z,CMP-00686,43.07,22.26,33.0,0,0,0
2026-03-01T05:43:30Z,CMP-00687,52.88,26.14,29.5,0,0,0
2026-03-01T05:44:00Z,CMP-00688,50.07,25.31,30.1,0,0,0
2026-03-01T05:44:30Z,CMP-00689,48.73,24.65,32.0,0,0,0
2026-03-01T05:45:00Z,CMP-00690,47.67,23.09,29.0,0,0,0
2026-03-01T05:45:30Z,CMP-00691,47.85,23.42,30.7,0,0,0
2026-03-01T05:46:00Z,CMP-00692,54.19,26.96,30.3,0,0,0
2026-03-01T05:46:30Z,CMP-00693,44.65,21.92,32.3,0,0,0
2026-03-01T05:47:00Z,CMP-00694,52.26,26.06,29.4,0,0,0
