timestamp,satellite_id,bus_voltage,battery_temperature,reaction_wheel_speed,sun_sensor_intensity,operating_mode,anomaly_label,hardware_version
2026-02-02T08:46:00Z,SAT-1001,28.434,19.84,1505.7,0.2634,NOMINAL,0,HW-A2
2026-02-02T08:46:10Z,SAT-1002,28.614,18.88,1440.0,0.2949,NOMINAL,0,HW-A2
2026-02-02T08:46:20Z,SAT-1003,28.783,17.99,1469.7,0.8622,NOMINAL,0,HW-A2
2026-02-02T08:46:30Z,SAT-1004,28.25,17.67,1517.4,0.7893,NOMINAL,0,HW-A2
2026-02-02T08:46:40Z,SAT-1000,,21.23,1506.9,0.2024,NOMINAL,0,HW-A2
2026-02-02T08:46:50Z,SAT-1001,28.831,18.25,1587.9,0.6054,NOMINAL,0,HW-A2
2026-02-02T08:47:00Z,SAT-1002,27.822,20.51,1464.8,0.9152,STANDBY,0,HW-A2
2026-02-02T08:47:10Z,SAT-1003,27.954,17.71,1503.1,0.0913,NOMINAL,0,HW-A2
2026-02-02T08:47:20Z,SAT-1004,27.309,19.82,1425.1,0.8472,NOMINAL,0,HW-A2
2026-02-02T08:47:30Z,SAT-1000,28.705,19.96,1461.6,0.1482,NOMINAL,0,HW-A2
2026-02-02T08:47:40Z,SAT-1001,28.538,18.79,1528.3,0.0936,NOMINAL,0,HW-A2
2026-02-02T08:47:50Z,SAT-1002,28.782,19.18,1556.6,0.6967,NOMINAL,0,HW-A2
2026-02-02T08:48:00Z,SAT-1003,28.41,18.99,1531.0,0.0776,NOMINAL,0,HW-A2
2026-02-02T08:48:10Z,SAT-1004,27.961,17.62,1503.7,0.5478,NOMINAL,0,HW-A2
2026-02-02T08:48:20Z,SAT-1000,27.887,18.18,1479.7,0.0881,NOMINAL,0,HW-A2
2026-02-02T08:48:30Z,SAT-1001,27.035,19.09,1547.7,0.5167,NOMINAL,0,HW-A2
2026-02-02T08:48:40Z,SAT-1002,27.559,17.13,1486.8,0.2811,NOMINAL,0,HW-A2
2026-02-02T08:48:50Z,SAT-1003,27.527,18.94,1526.7,0.1562,NOMINAL,0,HW-A2
2026-02-02T08:49:00Z,SAT-1004,28.829,18.13,1441.1,0.7185,NOMINAL,0,HW-A2
2026-02-02T08:49:10Z,SAT-1000,27.585,19.57,1506.8,0.6382,NOMINAL,0,HW-A2
2026-02-02T08:49:20Z,SAT-1001,28.502,19.22,1522.6,0.0058,NOMINAL,0,HW-A2
2026-02-02T08:49:30Z,SAT-1002,29.218,19.46,1449.5,0.3763,NOMINAL,0,HW-A2
2026-02-02T08:49:40Z,SAT-1003,28.518,17.64,1441.0,0.6469,NOMINAL,0,HW-A2
2026-02-02T08:49:40Z,SAT-1003,28.518,17.64,1441.0,0.6469,NOMINAL,0,HW-A2
2026-02-02T08:49:50Z,SAT-1004,,20.49,1505.8,0.1776,NOMINAL,0,HW-A2
2026-02-02T08:50:00Z,SAT-1000,29.269,19.14,1538.9,0.0439,NOMINAL,0,HW-A2
2026-02-02T08:50:10Z,SAT-1001,27.898,18.97,1525.8,0.8891,NOMINAL,0,HW-A2
2026-02-02T08:50:20Z,SAT-1002,28.202,20.68,1498.6,0.2196,NOMINAL,0,HW-A2
2026-02-02T08:50:30Z,SAT-1003,28.266,N/A,1406.7,0.0198,NOMINAL,0,HW-A2
2026-02-02T08:55:30Z,SAT-1004,28.575,20.43,1447.9,0.4248,NOMINAL,0,HW-A2
2026-02-02T08:55:40Z,SAT-1000,28.766,18.15,1473.2,0.8121,NOMINAL,0,HW-A2
2026-02-02T08:55:50Z,SAT-1001,27.144,18.35,1494.7,0.6686,NOMINAL,0,HW-A2
2026-02-02T08:56:00Z,SAT-1002,28.11,19.99,1445.1,0.9096,STANDBY,0,HW-A2
2026-02-02T08:56:10Z,SAT-1003,27.2,16.54,1427.6,0.9103,NOMINAL,0,HW-A2
2026-02-02T08:56:20Z,SAT-1004,27.761,19.73,1480.6,0.2635,NOMINAL,0,HW-A2
2026-02-02T08:56:30Z,SAT-1000,,17.77,1552.8,0.8382,NOMINAL,1,HW-A2
2026-02-02T08:56:40Z,SAT-1001,27.909,20.61,1535.0,0.4913,STANDBY,0,HW-A2
2026-02-02T08:56:50Z,SAT-1002,28.169,18.78,1435.2,0.0106,NOMINAL,0,HW-A2
2026-02-02T08:57:00Z,SAT-1003,28.972,19.51,1573.0,0.8458,NOMINAL,0,HW-A2
2026-02-02T08:57:10Z,SAT-1004,28.511,19.16,1519.6,0.9081,NOMINAL,0,HW-A2
2026-02-02T08:57:20Z,SAT-1000,36.477,20.06,1554.2,0.7982,NOMINAL,0,HW-A2
2026-02-02T08:57:30Z,SAT-1001,28.819,21.32,1494.2,0.9297,SAFE_HOLD,0,HW-A2
2026-02-02T08:57:40Z,SAT-1002,27.453,18.55,1486.7,0.8027,NOMINAL,0,HW-A2
2026-02-02T08:57:50Z,SAT-1003,28.649,18.22,1522.2,0.3589,NOMINAL,0,HW-A2
2026-02-02T08:58:00Z,SAT-1004,,18.7,1408.6,0.5384,NOMINAL,0,HW-A2
2026-02-02T08:58:10Z,SAT-1000,27.228,18.85,1528.5,0.1508,NOMINAL,0,HW-A2
2026-02-02T08:58:20Z,SAT-1001,28.242,20.05,1417.1,0.2727,NOMINAL,0,HW-A2
2026-02-02T08:58:30Z,SAT-1002,28.533,18.54,1511.8,0.4719,NOMINAL,0,HW-A2
2026-02-02T08:58:40Z,SAT-1003,27.568,19.1,1456.3,0.8577,SAFE_HOLD,0,HW-A2
2026-02-02T08:58:50Z,SAT-1004,,18.24,1502.7,0.5571,NOMINAL,0,HW-A2
2026-02-02T08:59:00Z,SAT-1000,28.992,19.52,1471.0,0.8918,NOMINAL,0,HW-A2
2026-02-02T08:59:10Z,SAT-1001,28.302,18.6,1485.4,0.2329,NOMINAL,0,HW-A2
2026-02-02T08:59:20Z,SAT-1002,28.776,18.91,1478.3,0.0026,NOMINAL,0,HW-A2
2026-02-02T08:59:30Z,SAT-1003,28.094,18.91,1462.8,0.4062,NOMINAL,0,HW-A2
2026-02-02T08:59:40Z,SAT-1004,27.92,17.32,1486.9,0.4481,NOMINAL,0,HW-A2
2026-02-02T08:59:50Z,SAT-1000,27.863,18.86,1465.0,0.9909,NOMINAL,0,HW-A2
2026-02-02T09:00:00Z,SAT-1001,27.088,18.46,1526.8,0.0358,NOMINAL,0,HW-A2
2026-02-02T09:00:10Z,SAT-1002,27.071,19.37,1535.6,0.4656,NOMINAL,0,HW-A2
2026-02-02T09:00:20Z,SAT-1003,28.698,20.55,1481.2,0.6295,NOMINAL,0,HW-A2
2026-02-02T09:00:30Z,SAT-1004,28.691,18.3,1504.4,0.4498,NOMINAL,0,HW-A2
2026-02-02T09:00:40Z,SAT-1000,27.932,19.3,1536.5,0.9938,SAFE_HOLD,0,HW-A2
2026-02-02T09:00:50Z,SAT-1001,29.534,18.4,1486.4,0.5799,NOMINAL,0,HW-A2
2026-02-02T09:01:00Z,SAT-1002,27.734,19.74,1554.6,0.8503,NOMINAL,0,HW-A2
2026-02-02T09:01:10Z,SAT-1003,28.78,20.91,1492.4,0.9547,NOMINAL,0,HW-A2
2026-02-02T09:01:20Z,SAT-1004,28.16,17.22,1513.0,0.6054,NOMINAL,0,HW-A2
2026-02-02T09:01:30Z,SAT-1000,27.986,18.34,1561.4,0.2619,NOMINAL,0,HW-A2
2026-02-02T09:01:40Z,SAT-1001,27.6,16.92,1543.6,0.4509,NOMINAL,0,HW-A2
2026-02-02T09:01:50Z,SAT-1002,28.471,19.31,1488.7,0.5662,NOMINAL,0,HW-A2
2026-02-02T09:02:00Z,SAT-1003,,18.75,1459.5,0.4783,NOMINAL,0,HW-A2
2026-02-02T09:02:10Z,SAT-1004,27.862,17.54,1465.5,0.6904,NOMINAL,0,HW-A2
2026-02-02T09:02:20Z,SAT-1000,28.038,19.9,1542.3,0.3234,NOMINAL,0,HW-A2
2026-02-02T09:02:30Z,SAT-1001,27.156,18.02,1486.7,0.2857,STANDBY,0,HW-A2
2026-02-02T09:02:40Z,SAT-1002,27.857,18.46,1515.3,0.6038,NOMINAL,0,HW-A2
2026-02-02T09:02:50Z,SAT-1003,28.962,17.91,1536.0,0.0826,NOMINAL,0,HW-A2
2026-02-02T09:03:00Z,SAT-1004,27.636,19.16,1567.8,0.846,NOMINAL,0,HW-A2
2026-02-02T09:03:10Z,SAT-1000,28.316,18.89,1402.3,0.7099,NOMINAL,1,HW-A2
2026-02-02T09:03:20Z,SAT-1001,28.876,19.92,1498.9,0.6937,NOMINAL,0,HW-A2
2026-02-02T09:03:30Z,SAT-1002,28.3,17.82,1492.9,0.2142,NOMINAL,0,HW-A2
2026-02-02T09:03:40Z,SAT-1003,27.255,19.47,1459.0,0.6912,NOMINAL,0,HW-A2
2026-02-02T09:03:50Z,SAT-1004,27.372,19.01,1505.3,0.0607,NOMINAL,0,HW-A2
2026-02-02T09:04:00Z,SAT-1000,27.807,18.48,1562.3,0.6742,NOMINAL,0,HW-A2
2026-02-02T09:04:10Z,SAT-1001,27.988,18.83,1531.5,0.836,NOMINAL,0,HW-A2
2026-02-02T09:04:20Z,SAT-1002,38.401,17.54,1539.5,0.525,NOMINAL,0,HW-A2
2026-02-02T09:04:30Z,SAT-1003,27.353,19.33,1499.4,0.4538,NOMINAL,0,HW-A2
2026-02-02T09:04:40Z,SAT-1004,26.602,19.55,1510.9,0.944,NOMINAL,0,HW-A2
2026-02-02T09:04:50Z,SAT-1000,27.641,19.04,1549.8,0.811,NOMINAL,0,HW-A2
2026-02-02T09:05:00Z,SAT-1001,27.889,19.95,1436.0,0.6548,NOMINAL,0,HW-A2
2026-02-02T09:05:10Z,SAT-1002,28.183,17.94,1481.1,0.9174,NOMINAL,0,HW-A2
2026-02-02T09:05:20Z,SAT-1003,27.992,20.14,1524.3,0.1388,NOMINAL,0,HW-A2
2026-02-02T09:05:30Z,SAT-1004,27.453,19.22,1422.2,0.0863,NOMINAL,0,HW-A2
2026-02-02T09:05:40Z,SAT-1000,28.01,19.94,1538.6,0.0848,NOMINAL,0,HW-A2
2026-02-02T09:05:50Z,SAT-1001,28.936,18.82,1494.4,0.8385,NOMINAL,0,HW-A2
2026-02-02T09:06:00Z,SAT-1002,28.605,19.76,1501.5,0.2994,NOMINAL,0,HW-A2
2026-02-02T09:06:10Z,SAT-1003,26.987,18.66,1525.1,0.9345,NOMINAL,0,HW-A2
2026-02-02T09:06:20Z,SAT-1004,27.639,19.74,1523.8,0.6322,NOMINAL,0,HW-A2
2026-02-02T09:06:30Z,SAT-1000,27.738,18.83,1507.5,0.6614,NOMINAL,0,HW-A2
2026-02-02T09:06:40Z,SAT-1001,28.466,18.43,1445.1,0.0937,NOMINAL,0,HW-A2
2026-02-02T09:06:50Z,SAT-1002,27.392,19.69,1436.0,0.4643,NOMINAL,0,HW-A2
2026-02-02T09:06:50Z,SAT-1002,27.392,19.69,1436.0,0.4643,NOMINAL,0,HW-A2
2026-02-02T09:07:00Z,SAT-1003,27.318,18.08,1537.2,0.1234,NOMINAL,0,HW-A2
2026-02-02T09:07:10Z,SAT-1004,29.24,20.56,1476.0,0.1855,NOMINAL,0,HW-A2
2026-02-02T09:07:20Z,SAT-1000,27.058,19.29,1459.1,0.3939,NOMINAL,0,HW-A2
2026-02-02T09:07:30Z,SAT-1001,27.954,18.84,1565.4,0.5927,SAFE_HOLD,0,HW-A2
2026-02-02T09:07:40Z,SAT-1002,28.102,18.33,1477.9,0.2565,NOMINAL,0,HW-A2
2026-02-02T09:07:50Z,SAT-1003,27.913,17.25,1545.9,0.6153,NOMINAL,0,HW-A2
2026-02-02T09:08:00Z,SAT-1004,28.581,17.79,1485.6,0.2915,NOMINAL,0,HW-A2
2026-02-02T09:08:10Z,SAT-1000,27.981,ERR,1487.8,0.1322,NOMINAL,0,HW-A2
2026-02-02T09:08:20Z,SAT-1001,28.103,20.44,1492.1,0.2638,NOMINAL,0,HW-A2
2026-02-02T09:08:30Z,SAT-1002,29.146,19.02,1457.1,0.8204,NOMINAL,0,HW-A2
2026-02-02T09:08:40Z,SAT-1003,28.111,18.93,1520.9,0.1162,NOMINAL,0,HW-A2
2026-02-02T09:08:50Z,SAT-1004,28.125,20.11,1464.6,0.7338,NOMINAL,0,HW-A2
2026-02-02T09:09:00Z,SAT-1000,28.814,19.08,1504.8,0.0596,NOMINAL,0,HW-A2
2026-02-02T09:09:10Z,SAT-1001,27.498,18.82,1501.6,0.0712,NOMINAL,0,HW-A2
2026-02-02T09:09:10Z,SAT-1001,27.498,18.82,1501.6,0.0712,NOMINAL,0,HW-A2
2026-02-02T09:09:20Z,SAT-1002,29.683,17.59,1520.9,0.5057,NOMINAL,0,HW-A2
2026-02-02T09:09:30Z,SAT-1003,,18.77,1492.0,0.3651,NOMINAL,0,HW-A2
2026-02-02T09:09:40Z,SAT-1004,28.107,18.23,1531.7,0.727,NOMINAL,0,HW-A2
2026-02-02T09:09:50Z,SAT-1000,28.589,N/A,1500.5,0.5912,NOMINAL,1,HW-A2
2026-02-02T09:10:00Z,SAT-1001,28.336,20.08,1452.0,0.2017,NOMINAL,0,HW-A2
2026-02-02T09:10:10Z,SAT-1002,27.862,19.47,1441.4,0.6413,NOMINAL,0,HW-A2
2026-02-02T09:10:20Z,SAT-1003,27.788,20.5,1462.1,0.1601,NOMINAL,0,HW-A2
2026-02-02T09:10:30Z,SAT-1004,28.624,18.55,1398.8,0.7125,NOMINAL,0,HW-A2
2026-02-02T09:10:40Z,SAT-1000,27.319,18.77,1551.9,0.144,NOMINAL,0,HW-A2
2026-02-02T09:10:50Z,SAT-1001,27.223,18.92,1502.0,0.9416,NOMINAL,0,HW-A2
2026-02-02T09:11:00Z,SAT-1002,28.15,18.94,1496.4,0.487,NOMINAL,0,HW-A2
2026-02-02T09:11:10Z,SAT-1003,27.912,20.84,1509.1,0.3357,NOMINAL,0,HW-A2
2026-02-02T09:11:20Z,SAT-1004,27.656,18.52,1505.9,0.2482,NOMINAL,0,HW-A2
2026-02-02T09:11:30Z,SAT-1000,29.405,18.6,1445.4,0.6994,NOMINAL,0,HW-A2
2026-02-02T09:11:40Z,SAT-1001,,18.65,1586.0,0.4244,NOMINAL,0,HW-A2
2026-02-02T09:11:50Z,SAT-1002,27.917,20.08,1450.5,0.5188,NOMINAL,0,HW-A2
2026-02-02T09:12:00Z,SAT-1003,28.039,20.5,1502.6,0.727,NOMINAL,0,HW-A2
2026-02-02T09:12:10Z,SAT-1004,,17.5,1444.1,0.397,NOMINAL,0,HW-A2
2026-02-02T09:12:20Z,SAT-1000,28.198,15.72,1483.2,0.5822,NOMINAL,0,HW-A2
2026-02-02T09:12:30Z,SAT-1001,28.581,18.73,1480.0,0.3225,NOMINAL,0,HW-A2
2026-02-02T09:12:40Z,SAT-1002,28.273,18.58,1500.2,0.5834,NOMINAL,0,HW-A2
2026-02-02T09:12:50Z,SAT-1003,27.276,17.77,1504.5,0.9249,NOMINAL,0,HW-A2
2026-02-02T09:13:00Z,SAT-1004,28.052,20.27,1489.4,0.7918,NOMINAL,0,HW-A2
2026-02-02T09:13:10Z,SAT-1000,27.676,20.84,1512.6,0.7465,NOMINAL,0,HW-A2
2026-02-02T09:13:20Z,SAT-1001,27.649,17.78,1497.4,0.9817,NOMINAL,0,HW-A2
2026-02-02T09:13:30Z,SAT-1002,30.086,18.5,1518.4,0.9527,NOMINAL,0,HW-A2
2026-02-02T09:13:30Z,SAT-1002,30.086,18.5,1518.4,0.9527,NOMINAL,0,HW-A2
2026-02-02T09:13:40Z,SAT-1003,27.771,18.28,1502.1,0.5143,STANDBY,0,HW-A2
2026-02-02T09:13:50Z,SAT-1004,28.833,20.07,1494.5,0.0698,NOMINAL,0,HW-A2
2026-02-02T09:14:00Z,SAT-1000,27.109,19.88,1502.3,0.0977,NOMINAL,0,HW-A2
2026-02-02T09:14:10Z,SAT-1001,27.316,18.72,1478.1,0.0656,NOMINAL,0,HW-A2
2026-02-02T09:14:20Z,SAT-1002,27.59,19.94,1481.8,0.8185,NOMINAL,0,HW-A2
2026-02-02T09:14:30Z,SAT-1003,27.864,16.89,1565.2,0.0516,NOMINAL,0,HW-A2
2026-02-02T09:14:40Z,SAT-1004,28.522,17.82,1431.2,0.644,NOMINAL,0,HW-A2
2026-02-02T09:14:50Z,SAT-1000,28.183,18.06,1508.5,0.9514,NOMINAL,0,HW-A2
2026-02-02T09:15:00Z,SAT-1001,27.395,18.92,1573.6,0.0191,NOMINAL,0,HW-A2
2026-02-02T09:15:10Z,SAT-1002,28.394,19.83,1543.8,0.5405,NOMINAL,0,HW-A2
2026-02-02T09:15:20Z,SAT-1003,28.325,17.32,1546.1,0.6363,STANDBY,0,HW-A2
2026-02-02T09:15:30Z,SAT-1004,27.437,17.71,1497.5,0.0379,SAFE_HOLD,0,HW-A2
2026-02-02T09:15:40Z,SAT-1000,28.047,18.42,1498.7,0.7429,NOMINAL,0,HW-A2
2026-02-02T09:15:50Z,SAT-1001,27.273,20.35,1465.2,0.2933,NOMINAL,0,HW-A2
2026-02-02T09:16:00Z,SAT-1002,27.688,19.12,1499.1,0.5966,NOMINAL,0,HW-A2
2026-02-02T09:16:10Z,SAT-1003,28.154,17.99,1443.9,0.638,NOMINAL,0,HW-A2
2026-02-02T09:16:20Z,SAT-1004,27.559,17.89,1550.7,0.2608,NOMINAL,0,HW-A2
2026-02-02T09:16:30Z,SAT-1000,,18.51,1435.8,0.2148,NOMINAL,1,HW-A2
2026-02-02T09:16:40Z,SAT-1001,28.531,19.22,1499.7,0.8769,NOMINAL,0,HW-A2
2026-02-02T09:16:50Z,SAT-1002,27.146,20.69,1447.1,0.9436,NOMINAL,0,HW-A2
2026-02-02T09:17:00Z,SAT-1003,,18.18,1528.7,0.2615,NOMINAL,0,HW-A2
2026-02-02T09:17:10Z,SAT-1004,27.541,18.41,1508.4,0.1833,NOMINAL,0,HW-A2
2026-02-02T09:17:20Z,SAT-1000,28.133,17.25,1555.9,0.2385,NOMINAL,0,HW-A2
2026-02-02T09:17:30Z,SAT-1001,28.274,19.94,1559.4,0.5991,NOMINAL,0,HW-A2
2026-02-02T09:17:40Z,SAT-1002,27.763,17.2,1547.0,0.4844,NOMINAL,0,HW-A2
2026-02-02T09:17:50Z,SAT-1003,28.438,19.73,1368.5,0.9405,NOMINAL,0,HW-A2
2026-02-02T09:18:00Z,SAT-1004,28.559,19.79,1542.3,0.0172,NOMINAL,0,HW-A2
2026-02-02T09:18:00Z,SAT-1004,28.559,19.79,1542.3,0.0172,NOMINAL,0,HW-A2
2026-02-02T09:18:10Z,SAT-1000,,18.01,1515.9,0.9373,NOMINAL,0,HW-A2
2026-02-02T09:23:10Z,SAT-1001,27.839,18.85,1501.8,0.4837,NOMINAL,0,HW-A2
2026-02-02T09:23:20Z,SAT-1002,28.608,17.37,1579.0,0.5126,NOMINAL,0,HW-A2
2026-02-02T09:23:30Z,SAT-1003,27.927,18.86,1523.6,0.442,NOMINAL,0,HW-A2
2026-02-02T09:23:40Z,SAT-1004,,19.9,1471.2,0.175,NOMINAL,0,HW-A2
2026-02-02T09:23:50Z,SAT-1000,28.032,18.67,1545.4,0.5078,NOMINAL,0,HW-A2
2026-02-02T09:24:00Z,SAT-1001,27.107,18.13,1505.6,0.2004,NOMINAL,0,HW-A2
2026-02-02T09:24:10Z,SAT-1002,27.467,18.84,1478.5,0.2159,NOMINAL,0,HW-A2
2026-02-02T09:24:20Z,SAT-1003,28.427,18.84,1586.1,0.6626,SAFE_HOLD,0,HW-A2
2026-02-02T09:24:30Z,SAT-1004,28.78,--,1599.2,0.7285,NOMINAL,0,HW-A2
2026-02-02T09:24:40Z,SAT-1000,27.547,19.14,1496.6,0.3442,NOMINAL,0,HW-A2
2026-02-02T09:24:50Z,SAT-1001,28.222,19.31,1431.3,0.5296,NOMINAL,0,HW-A2
2026-02-02T09:25:00Z,SAT-1002,,19.89,1507.6,0.7082,SAFE_HOLD,0,HW-A2
2026-02-02T09:25:10Z,SAT-1003,27.389,18.99,1550.7,0.0159,NOMINAL,0,HW-A2
2026-02-02T09:25:20Z,SAT-1004,27.8,17.38,1463.7,0.0233,NOMINAL,0,HW-A2
2026-02-02T09:25:30Z,SAT-1000,28.323,16.29,1510.7,0.423,NOMINAL,0,HW-A2
2026-02-02T09:25:40Z,SAT-1001,26.841,20.23,1469.9,0.4866,NOMINAL,0,HW-A2
2026-02-02T09:25:50Z,SAT-1002,27.962,17.99,1427.8,0.8186,NOMINAL,0,HW-A2
2026-02-02T09:26:00Z,SAT-1003,28.733,18.96,1523.2,0.8927,NOMINAL,0,HW-A2
2026-02-02T09:26:10Z,SAT-1004,27.931,18.52,1524.5,0.1994,NOMINAL,0,HW-A2
2026-02-02T09:26:20Z,SAT-1000,28.348,18.35,1469.0,0.4898,NOMINAL,0,HW-A2
2026-02-02T09:26:30Z,SAT-1001,28.36,18.38,1486.3,0.6171,NOMINAL,0,HW-A2
2026-02-02T09:26:40Z,SAT-1002,28.589,18.41,1516.3,0.1113,NOMINAL,0,HW-A2
2026-02-02T09:26:50Z,SAT-1003,27.731,19.39,1562.5,0.0206,SAFE_HOLD,0,HW-A2
2026-02-02T09:27:00Z,SAT-1004,27.93,--,1516.9,0.8362,NOMINAL,0,HW-A2
2026-02-02T09:27:10Z,SAT-1000,,18.04,1455.2,0.4416,NOMINAL,0,HW-A2
2026-02-02T09:27:20Z,SAT-1001,,19.97,1515.2,0.9663,NOMINAL,0,HW-A2
2026-02-02T09:27:30Z,SAT-1002,28.048,21.57,1525.2,0.9015,NOMINAL,0,HW-A2
2026-02-02T09:27:40Z,SAT-1003,27.889,20.89,1499.6,0.4494,NOMINAL,0,HW-A2
2026-02-02T09:27:50Z,SAT-1004,27.458,18.39,1495.1,0.0167,STANDBY,0,HW-A2
2026-02-02T09:28:00Z,SAT-1000,27.937,ERR,1507.1,0.58,NOMINAL,1,HW-A2
2026-02-02T09:28:10Z,SAT-1001,28.906,19.72,1522.5,0.374,NOMINAL,0,HW-A2
2026-02-02T09:28:20Z,SAT-1002,28.57,20.77,1484.5,0.4274,NOMINAL,0,HW-A2
2026-02-02T09:28:30Z,SAT-1003,28.267,19.25,1482.8,0.7671,NOMINAL,0,HW-A2
2026-02-02T09:28:40Z,SAT-1004,28.172,17.62,1504.6,0.0226,NOMINAL,0,HW-A2
2026-02-02T09:28:50Z,SAT-1000,,18.56,1584.8,0.6801,NOMINAL,0,HW-A2
2026-02-02T09:29:00Z,SAT-1001,28.379,17.4,1452.8,0.9505,NOMINAL,0,HW-A2
2026-02-02T09:29:10Z,SAT-1002,27.091,17.68,1492.0,0.286,NOMINAL,0,HW-A2
2026-02-02T09:29:20Z,SAT-1003,27.639,N/A,1507.4,0.0027,NOMINAL,0,HW-A2
2026-02-02T09:29:30Z,SAT-1004,,20.46,1521.0,0.7585,NOMINAL,0,HW-A2
2026-02-02T09:29:40Z,SAT-1000,28.792,18.18,1427.9,0.5466,NOMINAL,0,HW-A2
2026-02-02T09:29:50Z,SAT-1001,28.294,18.48,1455.1,0.7767,NOMINAL,0,HW-A2
2026-02-02T09:30:00Z,SAT-1002,27.46,18.41,1431.3,0.8446,NOMINAL,0,HW-A2
2026-02-02T09:30:10Z,SAT-1003,28.59,17.71,1486.1,0.9211,NOMINAL,0,HW-A2
2026-02-02T09:30:20Z,SAT-1004,27.538,18.28,1517.1,0.1836,NOMINAL,0,HW-A2
2026-02-02T09:30:30Z,SAT-1000,,19.53,1558.8,0.5585,NOMINAL,0,HW-A2
2026-02-02T09:30:40Z,SAT-1001,27.168,18.3,1526.1,0.0525,NOMINAL,0,HW-A2
2026-02-02T09:30:50Z,SAT-1002,27.299,18.8,1516.9,0.5614,NOMINAL,0,HW-A2
2026-02-02T09:31:00Z,SAT-1003,26.833,18.61,1521.0,0.5305,SAFE_HOLD,0,HW-A2
2026-02-02T09:31:10Z,SAT-1004,28.103,18.96,1504.1,0.1785,NOMINAL,0,HW-A2
2026-02-02T09:31:20Z,SAT-1000,37.362,19.11,1511.1,0.0733,STANDBY,0,HW-A2
2026-02-02T09:31:30Z,SAT-1001,28.567,ERR,1503.2,0.0077,NOMINAL,0,HW-A2
2026-02-02T09:31:40Z,SAT-1002,28.85,19.21,1498.8,0.5488,NOMINAL,0,HW-A2
2026-02-02T09:31:50Z,SAT-1003,27.517,19.56,1544.7,0.0059,NOMINAL,0,HW-A2
2026-02-02T09:32:00Z,SAT-1004,27.711,19.29,1465.9,0.0016,NOMINAL,0,HW-A2
2026-02-02T09:32:10Z,SAT-1000,28.888,19.25,1490.3,0.7605,NOMINAL,0,HW-A2
2026-02-02T09:32:20Z,SAT-1001,27.778,18.1,1527.0,0.8632,NOMINAL,0,HW-A2
2026-02-02T09:32:30Z,SAT-1002,28.617,18.39,1483.3,0.0521,STANDBY,0,HW-A2
2026-02-02T09:32:40Z,SAT-1003,28.204,19.15,1542.9,0.2868,NOMINAL,0,HW-A2
2026-02-02T09:32:50Z,SAT-1004,27.952,18.27,1587.7,0.6085,STANDBY,0,HW-A2
2026-02-02T09:33:00Z,SAT-1000,27.515,16.15,1446.7,0.7985,NOMINAL,0,HW-A2
2026-02-02T09:33:10Z,SAT-1001,,19.31,1536.1,0.2918,NOMINAL,0,HW-A2
2026-02-02T09:33:20Z,SAT-1002,28.479,20.3,1492.8,0.3102,NOMINAL,0,HW-A2
2026-02-02T09:33:30Z,SAT-1003,28.368,17.29,1475.8,0.6011,NOMINAL,0,HW-A2
2026-02-02T09:33:40Z,SAT-1004,36.745,18.9,1484.1,0.9844,NOMINAL,0,HW-A2
2026-02-02T09:33:50Z,SAT-1000,28.089,18.17,1504.6,0.0345,NOMINAL,0,HW-A2
2026-02-02T09:34:00Z,SAT-1001,27.691,19.25,1458.3,0.8358,NOMINAL,0,HW-A2
2026-02-02T09:34:10Z,SAT-1002,28.185,18.38,1553.5,0.3221,NOMINAL,0,HW-A2
2026-02-02T09:34:20Z,SAT-1003,27.129,19.33,1576.2,0.5631,NOMINAL,0,HW-A2
2026-02-02T09:34:30Z,SAT-1004,27.423,17.73,1487.4,0.2645,NOMINAL,0,HW-A2
2026-02-02T09:34:40Z,SAT-1000,28.202,21.69,1452.3,0.0305,NOMINAL,1,HW-A2
2026-02-02T09:34:50Z,SAT-1001,28.251,18.2,1544.7,0.6125,SAFE_HOLD,0,HW-A2
2026-02-02T09:35:00Z,SAT-1002,28.373,19.91,1573.3,0.4158,NOMINAL,0,HW-A2
2026-02-02T09:35:10Z,SAT-1003,27.531,17.06,1477.4,0.7541,NOMINAL,0,HW-A2
2026-02-02T09:35:20Z,SAT-1004,27.381,19.14,1473.0,0.0519,NOMINAL,0,HW-A2
2026-02-02T09:35:30Z,SAT-1000,28.128,19.69,1560.7,0.918,NOMINAL,0,HW-A2
2026-02-02T09:35:40Z,SAT-1001,27.106,18.82,1486.5,0.0661,NOMINAL,0,HW-A2
2026-02-02T09:35:50Z,SAT-1002,27.226,18.94,1489.1,0.3563,NOMINAL,0,HW-A2
2026-02-02T09:36:00Z,SAT-1003,,19.39,1527.0,0.9423,NOMINAL,0,HW-A2
2026-02-02T09:36:10Z,SAT-1004,28.771,18.53,1571.4,0.3974,NOMINAL,0,HW-A2
2026-02-02T09:36:20Z,SAT-1000,29.271,17.51,1490.0,0.7117,SAFE_HOLD,0,HW-A2
2026-02-02T09:36:30Z,SAT-1001,27.237,17.71,1530.2,0.8575,NOMINAL,0,HW-A2
2026-02-02T09:36:40Z,SAT-1002,28.108,19.25,1496.3,0.6928,NOMINAL,0,HW-A2
2026-02-02T09:36:50Z,SAT-1003,27.571,18.77,1510.7,0.8062,STANDBY,0,HW-A2
2026-02-02T09:37:00Z,SAT-1004,28.238,20.46,1507.9,0.6022,NOMINAL,0,HW-A2
